path,label,source,group,category
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005704.wav,1,DADS,dads_005704,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001036.wav,0,ESC50,esc50_fold_2,thunderstorm
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001248.wav,0,ESC50,esc50_fold_3,car_horn
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001448.wav,1,DADS,dads_001448,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000424.wav,0,ESC50,esc50_fold_4,car_horn
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001100.wav,1,DADS,dads_001100,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000996.wav,1,DADS,dads_000996,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003786.wav,1,DADS,dads_003786,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003549.wav,1,DADS,dads_003549,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005084.wav,1,DADS,dads_005084,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001225.wav,0,ESC50,esc50_fold_5,rain
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004330.wav,1,DADS,dads_004330,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001922.wav,1,DADS,dads_001922,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004989.wav,1,DADS,dads_004989,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003654.wav,1,DADS,dads_003654,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000035.wav,0,ESC50,esc50_fold_2,chirping_birds
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000497.wav,0,ESC50,esc50_fold_2,pouring_water
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000355.wav,0,ESC50,esc50_fold_2,hand_saw
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000036.wav,1,DADS,dads_000036,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000692.wav,1,DADS,dads_000692,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005003.wav,1,DADS,dads_005003,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000195.wav,1,DADS,dads_000195,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005083.wav,1,DADS,dads_005083,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003757.wav,1,DADS,dads_003757,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005855.wav,1,DADS,dads_005855,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001912.wav,1,DADS,dads_001912,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001672.wav,1,DADS,dads_001672,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000056.wav,1,DADS,dads_000056,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003589.wav,1,DADS,dads_003589,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001306.wav,1,DADS,dads_001306,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002037.wav,1,DADS,dads_002037,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001098.wav,1,DADS,dads_001098,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001442.wav,1,DADS,dads_001442,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000991.wav,1,DADS,dads_000991,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005064.wav,1,DADS,dads_005064,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001220.wav,1,DADS,dads_001220,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001711.wav,0,ESC50,esc50_fold_5,crackling_fire
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001578.wav,1,DADS,dads_001578,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001195.wav,1,DADS,dads_001195,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004163.wav,1,DADS,dads_004163,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001944.wav,1,DADS,dads_001944,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003746.wav,1,DADS,dads_003746,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001608.wav,1,DADS,dads_001608,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005439.wav,1,DADS,dads_005439,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003172.wav,1,DADS,dads_003172,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001554.wav,0,ESC50,esc50_fold_2,frog
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002126.wav,1,DADS,dads_002126,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001355.wav,1,DADS,dads_001355,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000111.wav,1,DADS,dads_000111,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000875.wav,1,DADS,dads_000875,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005560.wav,1,DADS,dads_005560,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001197.wav,0,ESC50,esc50_fold_2,chainsaw
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001135.wav,0,ESC50,esc50_fold_5,car_horn
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000417.wav,0,ESC50,esc50_fold_1,brushing_teeth
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001543.wav,0,ESC50,esc50_fold_3,church_bells
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000226.wav,0,ESC50,esc50_fold_2,engine
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000792.wav,1,DADS,dads_000792,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002359.wav,1,DADS,dads_002359,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001247.wav,1,DADS,dads_001247,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001562.wav,0,ESC50,esc50_fold_4,frog
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000991.wav,0,ESC50,esc50_fold_5,crickets
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004062.wav,1,DADS,dads_004062,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002281.wav,1,DADS,dads_002281,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001955.wav,1,DADS,dads_001955,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000686.wav,1,DADS,dads_000686,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004226.wav,1,DADS,dads_004226,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003028.wav,1,DADS,dads_003028,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004755.wav,1,DADS,dads_004755,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001336.wav,1,DADS,dads_001336,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005668.wav,1,DADS,dads_005668,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001683.wav,0,ESC50,esc50_fold_5,drinking_sipping
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001843.wav,1,DADS,dads_001843,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001433.wav,0,ESC50,esc50_fold_5,toilet_flush
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000782.wav,0,ESC50,esc50_fold_2,door_wood_knock
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001339.wav,1,DADS,dads_001339,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004287.wav,1,DADS,dads_004287,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004915.wav,1,DADS,dads_004915,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001853.wav,1,DADS,dads_001853,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003698.wav,1,DADS,dads_003698,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000132.wav,0,ESC50,esc50_fold_2,insects
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004208.wav,1,DADS,dads_004208,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001506.wav,0,ESC50,esc50_fold_3,hen
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001253.wav,1,DADS,dads_001253,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004554.wav,1,DADS,dads_004554,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003574.wav,1,DADS,dads_003574,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003050.wav,1,DADS,dads_003050,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005010.wav,1,DADS,dads_005010,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005194.wav,1,DADS,dads_005194,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003331.wav,1,DADS,dads_003331,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003246.wav,1,DADS,dads_003246,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000268.wav,1,DADS,dads_000268,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000998.wav,1,DADS,dads_000998,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003664.wav,1,DADS,dads_003664,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002984.wav,1,DADS,dads_002984,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001633.wav,1,DADS,dads_001633,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001047.wav,1,DADS,dads_001047,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003973.wav,1,DADS,dads_003973,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000875.wav,0,ESC50,esc50_fold_2,door_wood_knock
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001434.wav,1,DADS,dads_001434,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003608.wav,1,DADS,dads_003608,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000949.wav,0,ESC50,esc50_fold_5,hen
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003364.wav,1,DADS,dads_003364,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001841.wav,0,ESC50,esc50_fold_2,keyboard_typing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003794.wav,1,DADS,dads_003794,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004607.wav,1,DADS,dads_004607,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000224.wav,0,ESC50,esc50_fold_5,cat
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001274.wav,0,ESC50,esc50_fold_1,siren
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000304.wav,0,ESC50,esc50_fold_2,sneezing
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000922.wav,0,ESC50,esc50_fold_2,brushing_teeth
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001767.wav,1,DADS,dads_001767,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000846.wav,0,ESC50,esc50_fold_1,mouse_click
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005276.wav,1,DADS,dads_005276,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001753.wav,0,ESC50,esc50_fold_5,crackling_fire
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003150.wav,1,DADS,dads_003150,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004444.wav,1,DADS,dads_004444,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003207.wav,1,DADS,dads_003207,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000827.wav,1,DADS,dads_000827,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000627.wav,0,ESC50,esc50_fold_3,crying_baby
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004359.wav,1,DADS,dads_004359,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004761.wav,1,DADS,dads_004761,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000082.wav,0,ESC50,esc50_fold_4,mouse_click
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002197.wav,1,DADS,dads_002197,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001602.wav,0,ESC50,esc50_fold_5,thunderstorm
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001865.wav,0,ESC50,esc50_fold_3,fireworks
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000000.wav,1,DADS,dads_000000,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001364.wav,1,DADS,dads_001364,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004604.wav,1,DADS,dads_004604,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004202.wav,1,DADS,dads_004202,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003952.wav,1,DADS,dads_003952,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002426.wav,1,DADS,dads_002426,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001420.wav,0,ESC50,esc50_fold_3,cow
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004157.wav,1,DADS,dads_004157,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001452.wav,0,ESC50,esc50_fold_1,sneezing
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000407.wav,0,ESC50,esc50_fold_1,mouse_click
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005280.wav,1,DADS,dads_005280,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000264.wav,0,ESC50,esc50_fold_3,keyboard_typing
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003839.wav,1,DADS,dads_003839,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005101.wav,1,DADS,dads_005101,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005176.wav,1,DADS,dads_005176,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003444.wav,1,DADS,dads_003444,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000431.wav,1,DADS,dads_000431,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000694.wav,1,DADS,dads_000694,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001486.wav,0,ESC50,esc50_fold_2,frog
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001041.wav,1,DADS,dads_001041,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005895.wav,1,DADS,dads_005895,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003294.wav,1,DADS,dads_003294,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002336.wav,1,DADS,dads_002336,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001065.wav,1,DADS,dads_001065,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002802.wav,1,DADS,dads_002802,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003276.wav,1,DADS,dads_003276,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001660.wav,1,DADS,dads_001660,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000822.wav,0,ESC50,esc50_fold_5,clock_alarm
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001141.wav,1,DADS,dads_001141,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005348.wav,1,DADS,dads_005348,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002711.wav,1,DADS,dads_002711,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000971.wav,0,ESC50,esc50_fold_5,clock_tick
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002743.wav,1,DADS,dads_002743,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000141.wav,0,ESC50,esc50_fold_1,brushing_teeth
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001759.wav,1,DADS,dads_001759,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003029.wav,1,DADS,dads_003029,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000090.wav,1,DADS,dads_000090,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001131.wav,0,ESC50,esc50_fold_1,frog
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004903.wav,1,DADS,dads_004903,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001106.wav,0,ESC50,esc50_fold_1,helicopter
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001196.wav,0,ESC50,esc50_fold_1,crying_baby
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001232.wav,0,ESC50,esc50_fold_2,airplane
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004705.wav,1,DADS,dads_004705,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000660.wav,1,DADS,dads_000660,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004967.wav,1,DADS,dads_004967,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002507.wav,1,DADS,dads_002507,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003328.wav,1,DADS,dads_003328,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000334.wav,1,DADS,dads_000334,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004609.wav,1,DADS,dads_004609,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001568.wav,1,DADS,dads_001568,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001275.wav,1,DADS,dads_001275,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002603.wav,1,DADS,dads_002603,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004996.wav,1,DADS,dads_004996,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001566.wav,1,DADS,dads_001566,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000074.wav,0,ESC50,esc50_fold_2,can_opening
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001957.wav,1,DADS,dads_001957,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005886.wav,1,DADS,dads_005886,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001494.wav,0,ESC50,esc50_fold_3,clock_alarm
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004474.wav,1,DADS,dads_004474,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005008.wav,1,DADS,dads_005008,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003571.wav,1,DADS,dads_003571,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000795.wav,1,DADS,dads_000795,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002843.wav,1,DADS,dads_002843,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005762.wav,1,DADS,dads_005762,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001863.wav,1,DADS,dads_001863,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001350.wav,1,DADS,dads_001350,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003327.wav,1,DADS,dads_003327,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003947.wav,1,DADS,dads_003947,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001508.wav,0,ESC50,esc50_fold_5,engine
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000725.wav,1,DADS,dads_000725,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005732.wav,1,DADS,dads_005732,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000020.wav,0,ESC50,esc50_fold_2,crackling_fire
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001305.wav,0,ESC50,esc50_fold_5,airplane
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001315.wav,0,ESC50,esc50_fold_3,dog
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003189.wav,1,DADS,dads_003189,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004376.wav,1,DADS,dads_004376,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001195.wav,0,ESC50,esc50_fold_4,crying_baby
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000701.wav,1,DADS,dads_000701,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000370.wav,0,ESC50,esc50_fold_4,clock_alarm
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002056.wav,1,DADS,dads_002056,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000343.wav,0,ESC50,esc50_fold_3,toilet_flush
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005153.wav,1,DADS,dads_005153,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005749.wav,1,DADS,dads_005749,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003450.wav,1,DADS,dads_003450,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002142.wav,1,DADS,dads_002142,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000776.wav,1,DADS,dads_000776,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001940.wav,1,DADS,dads_001940,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005362.wav,1,DADS,dads_005362,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004237.wav,1,DADS,dads_004237,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003955.wav,1,DADS,dads_003955,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000085.wav,1,DADS,dads_000085,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001594.wav,0,ESC50,esc50_fold_5,thunderstorm
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000197.wav,1,DADS,dads_000197,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000373.wav,0,ESC50,esc50_fold_5,sheep
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002525.wav,1,DADS,dads_002525,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000990.wav,1,DADS,dads_000990,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002548.wav,1,DADS,dads_002548,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001201.wav,1,DADS,dads_001201,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005850.wav,1,DADS,dads_005850,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004643.wav,1,DADS,dads_004643,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001356.wav,0,ESC50,esc50_fold_4,rain
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_001521.wav,0,ESC50,esc50_fold_4,crow
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003168.wav,1,DADS,dads_003168,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000265.wav,1,DADS,dads_000265,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001409.wav,1,DADS,dads_001409,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005308.wav,1,DADS,dads_005308,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004299.wav,1,DADS,dads_004299,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_003417.wav,1,DADS,dads_003417,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_005056.wav,1,DADS,dads_005056,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004036.wav,1,DADS,dads_004036,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000489.wav,0,ESC50,esc50_fold_1,glass_breaking
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_001205.wav,1,DADS,dads_001205,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_002367.wav,1,DADS,dads_002367,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_004549.wav,1,DADS,dads_004549,
/content/hdds_audio/work/wav_data/dads_drone/dads_drone_000028.wav,1,DADS,dads_000028,
/content/hdds_audio/work/wav_data/esc50_background/esc50_bg_000434.wav,0,ESC50,esc50_fold_5,hand_saw
